PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2,lamp
P48651,PTDSS1,PTSS1_HUMAN,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; transferase activity [GO:0016740]; phosphatidylserine biosynthetic process [GO:0006659],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Highly enriched in the mitochondria-associated membrane (MAM). {ECO:0000250}.,Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I),GO:0005789; GO:0006659; GO:0016020; GO:0016021; GO:0016740,0.00671424,0.040419236,0.012331597,0.105342681,0.102034042,0.074283899,0.102034042,-3.292877524,0.074065183,0.056854283,5.36630363,0.004670707,0.046382839,-5.406764226,55528,1.333642672,5,0,0,0.012331597,0.102034042,8.274195544,3.048619053,-3.246838019,-3.292877524,-3.750806645,1
Q86XE3,MICU3,MICU3_HUMAN,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; calcium ion binding [GO:0005509]; mitochondrial calcium ion transmembrane transport [GO:0006851],SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,"Calcium uptake protein 3, mitochondrial (EF-hand domain-containing family member A2)",GO:0005509; GO:0005743; GO:0006851; GO:0016021,1.96E-05,1.91E-05,4.34E-06,0.01145454,0.023022462,0.021235365,0.021235365,-5.557387304,0.018556435,0.009292571,5.362401252,0.00468378,0.046457884,-5.410128488,60711,1.33294057,5,0,0,1.91E-05,0.021235365,1111.436552,10.11820988,-6.447936646,-5.44081409,-5.557387304,1
Q9Y6M1,IGF2BP2,IF2B2_HUMAN,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleus [GO:0005634]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; translation regulator activity [GO:0045182]; anatomical structure morphogenesis [GO:0009653]; mRNA transport [GO:0051028]; negative regulation of translation [GO:0017148]; regulation of cytokine biosynthetic process [GO:0042035]; regulation of mRNA stability [GO:0043488],"SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Localizes at the connecting piece and the tail of the spermatozoa. In response to cellular stress, such as oxidative stress, recruited to stress granules.",Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2),GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0009653; GO:0017148; GO:0042035; GO:0043488; GO:0045182; GO:0048027; GO:0051028,0.005843158,0.00284555,0.002044706,0.029776651,0.033821914,0.018782813,0.029776651,-5.069674686,0.023882655,0.015519132,5.348487002,0.00473075,0.04659979,-5.422138782,66121,1.331616037,14,0,0,0.00284555,0.029776651,10.46428844,3.387402308,-5.069674686,-4.885897883,-5.73444302,1
Q9ULV4,CORO1C,COR1C_HUMAN,actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; flotillin complex [GO:0016600]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; lateral plasma membrane [GO:0016328]; actin filament binding [GO:0051015]; Rac GTPase binding [GO:0048365]; actin cytoskeleton organization [GO:0030036]; activation of GTPase activity [GO:0090630]; establishment of protein localization [GO:0045184]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of protein kinase activity by regulation of protein phosphorylation [GO:0044387]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; neural crest cell migration [GO:0001755]; phagocytosis [GO:0006909]; positive regulation of lamellipodium morphogenesis [GO:2000394]; regulation of epithelial cell migration [GO:0010632]; regulation of fibroblast migration [GO:0010762]; regulation of focal adhesion assembly [GO:0051893]; regulation of protein phosphorylation [GO:0001932]; regulation of ruffle assembly [GO:1900027]; regulation of substrate adhesion-dependent cell spreading [GO:1900024]; signal transduction [GO:0007165],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12377779}. Cell projection, lamellipodium {ECO:0000269|PubMed:12377779}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12377779}. Note=All isoforms localize in a diffuse and punctate pattern in the cytosol and are highly enriched in F-actin-rich areas. Isoform 3 colocalizes with the thin filaments of the sarcomere and with the postsynaptic area and the junctional sarcoplasm of motor end plates.",Coronin-1C (Coronin-3) (hCRNN4),GO:0001755; GO:0001932; GO:0001933; GO:0005737; GO:0005925; GO:0006909; GO:0007165; GO:0010632; GO:0010633; GO:0010762; GO:0015629; GO:0016328; GO:0016600; GO:0030027; GO:0030036; GO:0044387; GO:0045184; GO:0048365; GO:0051015; GO:0051893; GO:0051895; GO:0090630; GO:1900024; GO:1900025; GO:1900027; GO:2000394,1.00E-07,1.00E-07,7.25E-05,0.014250016,0.028563168,0.021010161,0.021010161,-5.572768991,0.021250229,0.010649334,5.340797119,0.004756952,0.04669668,-5.428786315,53249,1.330713992,9,2,0,1.00E-07,0.021010161,210101.6073,17.68072767,-6.132892628,-5.12970018,-5.572768991,1
P00367,GLUD1,DHE3_HUMAN,cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase [NAD(P)+] activity [GO:0004353]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; leucine binding [GO:0070728]; NAD+ binding [GO:0070403]; cellular amino acid biosynthetic process [GO:0008652]; glutamate biosynthetic process [GO:0006537]; glutamate catabolic process [GO:0006538]; glutamine metabolic process [GO:0006541]; positive regulation of insulin secretion [GO:0032024]; substantia nigra development [GO:0021762]; tricarboxylic acid metabolic process [GO:0072350],SUBCELLULAR LOCATION: Mitochondrion matrix.,"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)",GO:0004352; GO:0004353; GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0006537; GO:0006538; GO:0006541; GO:0008652; GO:0021762; GO:0032024; GO:0042802; GO:0043531; GO:0070403; GO:0070728; GO:0072350,0.002204174,0.001007961,0.001009469,0.011574765,0.009778966,0.006496227,0.009778966,-6.676102425,0.007876118,0.00534526,5.31319339,0.004852456,0.047250654,-5.45270663,61398,1.325592176,8,0,0,0.001009469,0.009778966,9.687236985,3.276085236,-6.43287327,-6.676102425,-7.266182238,1
P21953,BCKDHB,ODBB_HUMAN,mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; alpha-ketoacid dehydrogenase activity [GO:0003826]; branched-chain amino acid catabolic process [GO:0009083],SUBCELLULAR LOCATION: Mitochondrion matrix.,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)",GO:0003826; GO:0003863; GO:0005739; GO:0005759; GO:0005947; GO:0009083,0.002506446,7.54E-05,9.39E-05,0.025153873,0.050347312,0.039984706,0.039984706,-4.644407895,0.037603403,0.019693595,5.312231171,0.004855827,0.047250654,-5.453542098,43122,1.325592176,5,0,0,9.39E-05,0.039984706,426.0098186,8.734742872,-5.313075653,-4.311941441,-4.644407895,1
Q9ULI0,ATAD2B,ATD2B_HUMAN,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577]; negative regulation of chromatin silencing [GO:0031936]; positive regulation of transcription by RNA polymerase II [GO:0045944],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24561620}. Note=Partially localizes to replication sites.,ATPase family AAA domain-containing protein 2B,GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0016887; GO:0031936; GO:0045944; GO:0070577,0.000281376,0.000477612,0.000254159,0.019619353,0.009703444,0.016281153,0.016281153,-5.940653344,0.014863601,0.007769516,5.299571557,0.004900435,0.047452176,-5.464544454,164914,1.323743867,16,0,0,0.000281376,0.016281153,57.86270713,5.854561917,-5.671578696,-6.687287414,-5.940653344,1
O75970,MPDZ,MPDZ_HUMAN,apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; dendrite [GO:0030425]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; Schmidt-Lanterman incisure [GO:0043220]; protein C-terminus binding [GO:0008022]; cell adhesion [GO:0007155]; viral process [GO:0016032],"SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Apical cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell junction, synapse, postsynaptic cell membrane, postsynaptic density. Cell projection, dendrite. Cell junction, tight junction. Cell junction, synapse. Cell junction, synapse, synaptosome. Note=Associated with membranes. Colocalizes with HTR2C on the apical membrane of epithelial choroid plexus cells. Highly enriched in postsynaptic densities (PSD). Localized to punctae on dendrites of hippocampal neurons and colocalizes with the synaptic marker DLG4. Localized mainly in the Schmidt-Lanterman incisures of myelinating Schwann cells (By similarity). In the retina, localizes to the sub-apical region adjacent to the adherens junction complex at the outer limiting membrane. Enriched at the tight junctions of epithelial cells. Association to the tight junctions depends on CXADR. {ECO:0000250}.",Multiple PDZ domain protein (Multi-PDZ domain protein 1),GO:0005737; GO:0005923; GO:0007155; GO:0008022; GO:0014069; GO:0016032; GO:0016324; GO:0016327; GO:0030425; GO:0031410; GO:0043220; GO:0045211,0.000162576,6.55E-05,7.19E-05,0.039741669,0.019809852,0.037937178,0.037937178,-4.720243812,0.032396271,0.016298098,5.288856232,0.004938578,0.047532913,-5.473872122,221618,1.323005573,3,0,0,7.19E-05,0.037937178,527.9650496,9.044298619,-4.653203725,-5.657638095,-4.720243812,1
Q9UNH7,SNX6,SNX6_HUMAN,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of membrane [GO:0019898]; intracellular [GO:0005622]; nucleus [GO:0005634]; retromer complex [GO:0030904]; retromer, tubulation complex [GO:0030905]; tubular endosome [GO:0097422]; dynactin binding [GO:0034452]; phosphatidylinositol binding [GO:0035091]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of macroautophagy [GO:0016241]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle organization [GO:0016050]","SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:11485546, ECO:0000269|PubMed:17148574, ECO:0000269|PubMed:19935774}. Early endosome membrane {ECO:0000269|PubMed:19935774, ECO:0000303|PubMed:11485546}; Peripheral membrane protein {ECO:0000269|PubMed:11485546}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle {ECO:0000269|PubMed:20354142}. Cytoplasm {ECO:0000269|PubMed:20830743}. Nucleus {ECO:0000269|PubMed:11591366, ECO:0000269|PubMed:20830743}. Note=Interaction with SNX1 or SNX2 promotes location at endosome membranes (PubMed:19935774). Only a minor proportion is seen in the nucleus. {ECO:0000269|PubMed:19935774}.","Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]",GO:0005622; GO:0005634; GO:0005737; GO:0005829; GO:0006886; GO:0006897; GO:0007175; GO:0016050; GO:0016241; GO:0019898; GO:0030512; GO:0030904; GO:0030905; GO:0031901; GO:0034452; GO:0035091; GO:0042147; GO:0042803; GO:0045892; GO:0046982; GO:0097422,1.40E-05,8.20E-05,8.79E-05,0.030724631,0.020533445,0.015833521,0.020533445,-5.605880463,0.022302557,0.011212587,5.272379062,0.004997931,0.047773605,-5.488242505,46649,1.320811983,6,0,0,8.20E-05,0.020533445,250.2871334,7.967440318,-5.024460527,-5.605880463,-5.980874034,1
Q13242,SRSF9,SRSF9_HUMAN,"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; mRNA 3'-end processing [GO:0031124]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; mRNA splice site selection [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; response to alkaloid [GO:0043279]; response to toxic substance [GO:0009636]; RNA export from nucleus [GO:0006405]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10196175, ECO:0000269|PubMed:11694584, ECO:0000269|PubMed:12024014, ECO:0000269|PubMed:12604611}. Note=Cellular stresses such as heat shock may induce localization to discrete nuclear bodies termed SAM68 nuclear bodies (SNBs), HAP bodies, or stress bodies. Numerous splicing factors including SRSF1/SFRS1/SF2, SRSF7/SFRS7, SAFB and KHDRBS1/SAM68 accumulate at these structures, which may participate in the post-transcriptional regulation of mRNAs in stressed cells.","Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)",GO:0000398; GO:0003723; GO:0005654; GO:0005730; GO:0006376; GO:0006397; GO:0006405; GO:0006406; GO:0009636; GO:0019904; GO:0031124; GO:0043279; GO:0048025,1.07E-05,1.00E-07,1.00E-07,0.004791654,0.009082668,0.005808437,0.005808437,-7.427634233,0.006557274,0.003282283,5.258294703,0.005049346,0.047865338,-5.500552078,25542,1.31997887,10,2,0,1.00E-07,0.005808437,58084.37212,15.82586243,-7.705260634,-6.782668147,-7.427634233,1
Q8WVM7,STAG1,STAG1_HUMAN,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cohesin complex [GO:0008278]; cytosol [GO:0005829]; mitotic spindle pole [GO:0097431]; nuclear body [GO:0016604]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001228]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; regulation of mitotic spindle assembly [GO:1901673]","SUBCELLULAR LOCATION: Nucleus. Chromosome. Chromosome, centromere. Note=Associates with chromatin. Before prophase it is scattered along chromosome arms. During prophase, most of cohesin complexes dissociate from chromatin probably because of phosphorylation by PLK1, except at centromeres, where cohesin complexes remain. At anaphase, the RAD21 subunit of cohesin is cleaved, leading to the dissociation of the complex from chromosomes, allowing chromosome separation.",Cohesin subunit SA-1 (SCC3 homolog 1) (Stromal antigen 1),GO:0000775; GO:0000785; GO:0001228; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0007049; GO:0007059; GO:0008278; GO:0016363; GO:0016604; GO:0051301; GO:0097431; GO:1901673,0.000138793,7.53E-05,5.73E-05,0.032934007,0.034052282,0.016923659,0.032934007,-4.924278156,0.027879509,0.014030228,5.235840157,0.005132638,0.048413865,-5.520226944,144427,1.315030243,15,0,0,7.53E-05,0.032934007,437.109912,8.771852283,-4.924278156,-4.876104687,-5.884814641,1
Q9Y2I8,WDR37,WDR37_HUMAN,"PeBoW complex [GO:0070545]; preribosome, large subunit precursor [GO:0030687]; maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]",,WD repeat-containing protein 37,GO:0000460; GO:0000470; GO:0030687; GO:0070545,9.46E-05,6.95E-06,1.00E-07,0.016074522,0.015601353,0.027647282,0.016074522,-5.959080382,0.019740515,0.009904128,5.207055784,0.00524184,0.04877909,-5.545538062,54665,1.311766306,12,1,0,6.95E-06,0.016074522,2313.218828,11.17568603,-5.959080382,-6.002185011,-5.176718554,1
Q9BWD1,ACAT2,THIC_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; cholesterol biosynthetic process [GO:0006695]; fatty acid beta-oxidation [GO:0006635]; lipid metabolic process [GO:0006629],SUBCELLULAR LOCATION: Cytoplasm.,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",GO:0003985; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006629; GO:0006635; GO:0006695; GO:0070062,1.00E-07,1.00E-07,1.00E-07,0.007956611,0.00988556,0.004734667,0.007956611,-6.973630249,0.007525513,0.003762856,5.201018461,0.005265097,0.048922788,-5.550859773,41351,1.310488803,10,3,0,1.00E-07,0.007956611,79566.10824,16.27986641,-6.973630249,-6.660461545,-7.722521316,1
Q15560,TCEA2,TCEA2_HUMAN,"transcription elongation factor complex [GO:0008023]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; DNA-templated transcription, elongation [GO:0006354]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription, elongation [GO:0032784]",SUBCELLULAR LOCATION: Nucleus.,Transcription elongation factor A protein 2 (Testis-specific S-II) (Transcription elongation factor S-II protein 2) (Transcription elongation factor TFIIS.l),GO:0003677; GO:0006354; GO:0008023; GO:0008270; GO:0032784; GO:0045944,6.94E-05,4.42E-05,0.077909765,0.328462217,0.381697126,0.212577766,0.328462217,-1.60620067,0.281571249,0.166793411,5.199882412,0.005269487,0.048922788,-5.551861665,33601,1.310488803,5,0,0,6.94E-05,0.328462217,4731.475452,12.20807443,-1.60620067,-1.389499771,-2.233937388,1
Q15650,TRIP4,TRIP4_HUMAN,"activating signal cointegrator 1 complex [GO:0099053]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; neuromuscular junction [GO:0031594]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; estrogen receptor binding [GO:0030331]; histone acetyltransferase binding [GO:0035035]; ligand-dependent nuclear receptor binding [GO:0016922]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; transcription coactivator activity [GO:0003713]; ubiquitin-like protein ligase binding [GO:0044389]; zinc ion binding [GO:0008270]; intracellular estrogen receptor signaling pathway [GO:0030520]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of myoblast differentiation [GO:0045661]; regulation of transcription, DNA-templated [GO:0006355]; toxin transport [GO:1901998]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:12077347, ECO:0000269|PubMed:20873783, ECO:0000269|PubMed:26924529}. Cytoplasm, cytosol {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:20873783}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:20873783}. Note=Cytoplasmic under conditions of serum deprivation (PubMed:10454579). Colocalizes with NEK6 in the centrosome (PubMed:20873783). {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:20873783}.",Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TR-interacting protein 4) (TRIP-4),GO:0002020; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005829; GO:0006351; GO:0006355; GO:0008270; GO:0016604; GO:0016922; GO:0019901; GO:0030331; GO:0030520; GO:0031594; GO:0032991; GO:0035035; GO:0044389; GO:0045661; GO:0045893; GO:0099053; GO:1901998,0.000179731,0.000382229,0.000324941,0.047747112,0.096117858,0.094301184,0.094301184,-3.406580301,0.079093085,0.039842176,5.191843329,0.00530068,0.049010239,-5.558955941,66146,1.309713183,4,0,0,0.000324941,0.094301184,290.2101074,8.180953956,-4.388442704,-3.379051687,-3.406580301,1
