PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2
Q9UI36,DACH1,DACH1_HUMAN,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly [GO:0001075]; transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001078]; cell proliferation [GO:0008283]; development of primary female sexual characteristics [GO:0046545]; multicellular organism development [GO:0007275]; negative regulation of cell migration [GO:0030336]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of nuclear cell cycle DNA replication [GO:0033262]; respiratory gaseous exchange [GO:0007585]; suckling behavior [GO:0001967]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14525983}.,Dachshund homolog 1 (Dach1),GO:0001075; GO:0001078; GO:0001967; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0007275; GO:0007585; GO:0008283; GO:0010944; GO:0030336; GO:0033262; GO:0045892; GO:0046545; GO:0048147; GO:0060244; GO:2000279,0.000317389,0.000670601,0.002701842,0.218253968,0.199943808,0.134455894,0.199943808,-2.322333491,0.182987946,0.092723917,7.472039257,0.001259473,0.022070122,-3.819603806,78676,1.656195265,8,0,0,0.000670601,0.199943808,298.1560406,8.219923756,-2.19592021,-2.322333491,-2.894795093
O14782,KIF3C,KIF3C_HUMAN,"ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; motor activity [GO:0003774]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; intraciliary transport involved in cilium assembly [GO:0035735]; microtubule-based movement [GO:0007018]; organelle transport along microtubule [GO:0072384]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.",Kinesin-like protein KIF3C,GO:0003774; GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005929; GO:0006890; GO:0007018; GO:0008017; GO:0016887; GO:0019886; GO:0035735; GO:0072384; GO:0097542,1.00E-07,1.00E-07,1.00E-07,0.255092771,0.228934245,0.356734039,0.255092771,-1.97090608,0.280253585,0.140126893,7.471022833,0.001260168,0.022070122,-3.820275388,89426,1.656195265,6,3,0,1.00E-07,0.255092771,2550927.709,21.28259058,-1.97090608,-2.126994812,-1.487079212
Q9H4A3,WNK1,WNK1_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; chloride channel inhibitor activity [GO:0019869]; magnesium ion binding [GO:0000287]; phosphatase binding [GO:0019902]; potassium channel inhibitor activity [GO:0019870]; protein kinase activator activity [GO:0030295]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine kinase inhibitor activity [GO:0030291]; cellular response to calcium ion [GO:0071277]; intracellular signal transduction [GO:0035556]; ion transport [GO:0006811]; negative regulation of pancreatic juice secretion [GO:0090188]; negative regulation of phosphatase activity [GO:0010923]; negative regulation of sodium ion transport [GO:0010766]; neuron development [GO:0048666]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of systemic arterial blood pressure [GO:0003084]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cellular process [GO:0050794]; regulation of sodium ion transport [GO:0002028]; signal transduction by trans-phosphorylation [GO:0023016],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10660600}.,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),GO:0000287; GO:0002028; GO:0003084; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0006811; GO:0010766; GO:0010923; GO:0016020; GO:0018107; GO:0019869; GO:0019870; GO:0019901; GO:0019902; GO:0023016; GO:0030291; GO:0030295; GO:0035556; GO:0046777; GO:0048666; GO:0050794; GO:0071277; GO:0090188; GO:0090263,0.002101444,0.009827686,0.001206209,0.050266564,0.075210483,0.057699605,0.057699605,-4.115294756,0.056680438,0.032718665,7.469949465,0.001260903,0.022070122,-3.820984679,250794,1.656195265,7,0,0,0.002101444,0.057699605,27.45712219,4.779108518,-4.314257125,-3.73292242,-4.115294756
P49902,NT5C2,5NTC_HUMAN,cytosol [GO:0005829]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleoside phosphotransferase activity [GO:0050146]; nucleotide binding [GO:0000166]; adenosine metabolic process [GO:0046085]; drug metabolic process [GO:0017144]; IMP metabolic process [GO:0046040]; purine nucleotide catabolic process [GO:0006195],SUBCELLULAR LOCATION: Cytoplasm.,Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II),GO:0000166; GO:0005829; GO:0006195; GO:0008253; GO:0017144; GO:0046040; GO:0046085; GO:0046872; GO:0050146,0.000317428,0.001071968,0.000144237,0.004393678,0.005604832,0.006590497,0.005604832,-7.479113036,0.005018458,0.00302044,7.46636621,0.00126336,0.022070122,-3.82335316,64970,1.656195265,13,0,0,0.000317428,0.005604832,17.65702527,4.142170403,-7.830355303,-7.479113036,-7.245396973
Q5SYC1,CLVS2,CLVS2_HUMAN,"clathrin-coated vesicle [GO:0030136]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; lysosome organization [GO:0007040]","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250}. Early endosome membrane {ECO:0000269|PubMed:19651769}; Peripheral membrane protein {ECO:0000269|PubMed:19651769}.",Clavesin-2 (Retinaldehyde-binding protein 1-like 2) (clathrin vesicle-associated Sec14 protein 2),GO:0005768; GO:0005802; GO:0007040; GO:0030136; GO:0031901; GO:0032588; GO:0080025,1.00E-07,0.007326435,1.00E-07,0.045359905,0.030520068,0.037622456,0.037622456,-4.73226217,0.035391931,0.020138177,7.455720751,0.001270693,0.022153017,-3.830395402,38000,1.654567116,3,2,0,1.00E-07,0.037622456,376224.557,18.52123449,-4.462438586,-5.034098006,-4.73226217
Q8ND83,SLAIN1,SLAI1_HUMAN,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21646404}. Note=Colocalizes with microtubules. Detected at the plus end of growing microtubules. {ECO:0000269|PubMed:21646404}.",SLAIN motif-containing protein 1,GO:0005737; GO:0005856,0.029262586,0.053977048,0.037606013,0.134712698,0.140901997,0.108577527,0.134712698,-2.892042252,0.087782192,0.084172978,7.427400555,0.001290455,0.022451818,-3.849171912,60595,1.648748484,6,0,0,0.037606013,0.134712698,3.582211626,1.84085057,-2.892042252,-2.827236033,-3.203202564
O14686,KMT2D,KMT2D_HUMAN,"histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; histone-lysine N-methyltransferase activity [GO:0018024]; metal ion binding [GO:0046872]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcription regulatory region DNA binding [GO:0044212]; beta-catenin-TCF complex assembly [GO:1904837]; chromatin silencing [GO:0006342]; histone H3-K4 methylation [GO:0051568]; oocyte growth [GO:0001555]; oogenesis [GO:0048477]; positive regulation of cell proliferation [GO:0008284]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of transcription, DNA-templated [GO:0006355]; response to estrogen [GO:0043627]; transcription, DNA-templated [GO:0006351]",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.43) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2),GO:0000981; GO:0001555; GO:0003677; GO:0005634; GO:0005654; GO:0006342; GO:0006351; GO:0006355; GO:0008284; GO:0018024; GO:0033148; GO:0035097; GO:0042800; GO:0043627; GO:0044212; GO:0044666; GO:0045652; GO:0045944; GO:0046872; GO:0048477; GO:0051568; GO:1904837,9.33E-05,0.000148876,8.79E-05,0.113046442,0.117385423,0.072958988,0.113046442,-3.145012515,0.101020237,0.050620166,7.422894968,0.001293633,0.022452199,-3.852164794,593389,1.648741113,17,0,0,9.33E-05,0.113046442,1211.013378,10.24199909,-3.145012515,-3.090674828,-3.776770472
Q9UQB3,CTNND2,CTND2_HUMAN,"adherens junction [GO:0005912]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nucleus [GO:0005634]; perikaryon [GO:0043204]; beta-catenin binding [GO:0008013]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; dendritic spine morphogenesis [GO:0060997]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O35927}. Cell junction, adherens junction {ECO:0000250|UniProtKB:O35927}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35116}. Perikaryon {ECO:0000269|PubMed:22022388}.",Catenin delta-2 (Delta-catenin) (GT24) (Neural plakophilin-related ARM-repeat protein) (NPRAP) (Neurojungin),GO:0005634; GO:0005737; GO:0005912; GO:0006351; GO:0006355; GO:0007155; GO:0007165; GO:0008013; GO:0016055; GO:0030425; GO:0043204; GO:0050808; GO:0060828; GO:0060997; GO:0098609,0.000233399,0.001022139,0.00034552,0.113154891,0.09706144,0.068845774,0.09706144,-3.364957927,0.092487016,0.046777194,7.41994055,0.001295723,0.022452199,-3.85412814,132656,1.648741113,28,0,0,0.00034552,0.09706144,280.9141161,8.133985312,-3.143629145,-3.364957927,-3.86048808
Q96PE2,ARHGEF17,ARHGH_HUMAN,cytosol [GO:0005829]; guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; actin cytoskeleton organization [GO:0030036]; G-protein coupled receptor signaling pathway [GO:0007186]; positive regulation of apoptotic process [GO:0043065]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056],NA,Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4),GO:0005085; GO:0005089; GO:0005829; GO:0007186; GO:0030036; GO:0035023; GO:0043065; GO:0051056,0.034475167,0.00020205,0.000124214,0.166777547,0.122503664,0.176263857,0.166777547,-2.584003021,0.143581212,0.083391083,7.410994196,0.001302075,0.02250891,-3.860077477,221673,1.647645537,10,0,0,0.00020205,0.166777547,825.4290543,9.68900041,-2.584003021,-3.02910319,-2.504191419
Q8N2K0,ABHD12,ABD12_HUMAN,AMPA glutamate receptor complex [GO:0032281]; dendrite cytoplasm [GO:0032839]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acylglycerol lipase activity [GO:0047372]; lysophospholipase activity [GO:0004622]; palmitoyl-(protein) hydrolase activity [GO:0008474]; acylglycerol catabolic process [GO:0046464]; adult walking behavior [GO:0007628]; glycerophospholipid catabolic process [GO:0046475]; monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; protein depalmitoylation [GO:0002084]; response to auditory stimulus [GO:0010996],SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q99LR1}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q99LR1}.,Monoacylglycerol lipase ABHD12 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 12),GO:0002084; GO:0004622; GO:0005886; GO:0006660; GO:0007628; GO:0008474; GO:0010996; GO:0016021; GO:0032281; GO:0032839; GO:0046464; GO:0046475; GO:0047372; GO:0052651,9.09E-05,0.000126123,0.000103653,0.045246162,0.049942538,0.030488254,0.045246162,-4.466060759,0.04178544,0.020999598,7.407810786,0.001304344,0.02250891,-3.862195928,45097,1.647645537,6,0,0,0.000103653,0.045246162,436.513866,8.769883672,-4.466060759,-4.323587042,-5.03560264
Q15262,PTPRK,PTPRK_HUMAN,"adherens junction [GO:0005912]; axon [GO:0030424]; cell junction [GO:0030054]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; leading edge membrane [GO:0031256]; neuronal cell body [GO:0043025]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; beta-catenin binding [GO:0008013]; gamma-catenin binding [GO:0045295]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cellular response to reactive oxygen species [GO:0034614]; cellular response to UV [GO:0034644]; focal adhesion assembly [GO:0048041]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell migration [GO:0030336]; negative regulation of cell proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron projection development [GO:0031175]; protein dephosphorylation [GO:0006470]; protein localization to cell surface [GO:0034394]; signal transduction [GO:0007165]; transforming growth factor beta receptor signaling pathway [GO:0007179]","SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein.",Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48),GO:0001750; GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006470; GO:0007155; GO:0007165; GO:0007179; GO:0008013; GO:0008285; GO:0009986; GO:0010839; GO:0016021; GO:0016477; GO:0019901; GO:0030054; GO:0030336; GO:0030424; GO:0030425; GO:0031175; GO:0031256; GO:0034394; GO:0034614; GO:0034644; GO:0043025; GO:0043231; GO:0045295; GO:0045786; GO:0045892; GO:0048041,4.39E-05,3.77E-05,4.47E-05,0.267372305,0.178892882,0.180095679,0.180095679,-2.473164525,0.208744875,0.104414518,7.40425532,0.001306884,0.02250891,-3.864562891,162102,1.647645537,5,0,0,4.39E-05,0.180095679,4103.367489,12.00259265,-1.903078058,-2.482832112,-2.473164525
O60231,DHX16,DHX16_HUMAN,"cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; ATPase activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20423332, ECO:0000269|PubMed:20841358, ECO:0000269|PubMed:25296192}. Nucleus, nucleoplasm {ECO:0000269|PubMed:20423332}.",Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16),GO:0000398; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0005737; GO:0008380; GO:0016887,4.29E-05,2.22E-05,0.00098944,0.106292351,0.091638812,0.064436383,0.091638812,-3.447897427,0.087104334,0.043903682,7.378478826,0.001325482,0.022783378,-3.881752023,119264,1.642381875,14,0,0,4.29E-05,0.091638812,2135.445072,11.06032107,-3.233890307,-3.447897427,-3.955980674
P23470,PTPRG,PTPRG_HUMAN,extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; identical protein binding [GO:0042802]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; brain development [GO:0007420]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of neuron projection development [GO:0010977]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48),GO:0004725; GO:0005001; GO:0005887; GO:0007169; GO:0007420; GO:0010633; GO:0010977; GO:0042802; GO:0070062,1.00E-07,1.00E-07,2.02E-06,0.167086138,0.165390728,0.104543069,0.165390728,-2.596049736,0.145672571,0.072837026,7.358306132,0.001340261,0.022847407,-3.895240018,162003,1.641163082,13,2,0,1.00E-07,0.165390728,1653907.282,20.65744693,-2.581336048,-2.596049736,-3.257830682
Q8N163,CCAR2,CCAR2_HUMAN,"cytoplasm [GO:0005737]; DBIRD complex [GO:0044609]; mitochondrial matrix [GO:0005759]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; enzyme binding [GO:0019899]; enzyme inhibitor activity [GO:0004857]; RNA binding [GO:0003723]; RNA polymerase II core binding [GO:0000993]; cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; mitochondrial fragmentation involved in apoptotic process [GO:0043653]; mRNA processing [GO:0006397]; negative regulation of catalytic activity [GO:0043086]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA damage checkpoint [GO:2000003]; regulation of cellular response to heat [GO:1900034]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription, elongation [GO:0032784]; regulation of protein deacetylation [GO:0090311]; regulation of protein stability [GO:0031647]; response to UV [GO:0009411]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20074560, ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:23352644, ECO:0000269|PubMed:24824780, ECO:0000269|PubMed:24962073, ECO:0000269|PubMed:25661920}. Cytoplasm {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}. Note=Recruited to chromatin, post-UV irradiation. Sequestered to the cytoplasm in the presence of MCC. Translocated to the cytoplasm during UV-induced apoptosis. {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}.",Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),GO:0000790; GO:0000993; GO:0003723; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005759; GO:0006351; GO:0006397; GO:0006974; GO:0007049; GO:0008380; GO:0009411; GO:0016055; GO:0019899; GO:0030308; GO:0031647; GO:0032435; GO:0032784; GO:0042752; GO:0043065; GO:0043086; GO:0043653; GO:0044609; GO:0045892; GO:0048511; GO:0090263; GO:0090311; GO:1900034; GO:1902230; GO:2000003,0.000164522,0.00028912,0.000151185,0.026929148,0.031462494,0.042887821,0.031462494,-4.990223151,0.033558212,0.016980715,7.343504134,0.001351233,0.022847407,-3.905157088,102902,1.641163082,19,0,0,0.000164522,0.031462494,191.2363416,7.579212902,-5.214687586,-4.990223151,-4.543288183
