"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"225",236,324,324,324,"P09471","GNAO1","GNAO_HUMAN","cell body [GO:0044297]; dendrite [GO:0030425]; heterotrimeric G-protein complex [GO:0005834]; myelin sheath [GO:0043209]; plasma membrane [GO:0005886]; corticotropin-releasing hormone receptor 1 binding [GO:0051430]; G-protein beta/gamma-subunit complex binding [GO:0031683]; G-protein coupled serotonin receptor binding [GO:0031821]; GTP binding [GO:0005525]; GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; mu-type opioid receptor binding [GO:0031852]; adenylate cyclase-modulating G-protein coupled receptor signaling pathway [GO:0007188]; aging [GO:0007568]; dopamine receptor signaling pathway [GO:0007212]; forebrain development [GO:0030900]; locomotory behavior [GO:0007626]; muscle contraction [GO:0006936]; negative regulation of calcium ion transport [GO:0051926]; neuron projection development [GO:0031175]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of GTPase activity [GO:0043547]; protein folding [GO:0006457]; regulation of heart contraction [GO:0008016]; response to cytokine [GO:0034097]; response to hydrogen peroxide [GO:0042542]; response to morphine [GO:0043278]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P18872}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.","Guanine nucleotide-binding protein G(o) subunit alpha","GO:0003924; GO:0005525; GO:0005834; GO:0005886; GO:0006457; GO:0006936; GO:0007188; GO:0007212; GO:0007223; GO:0007568; GO:0007626; GO:0008016; GO:0030425; GO:0030900; GO:0031175; GO:0031683; GO:0031821; GO:0031852; GO:0032794; GO:0034097; GO:0042475; GO:0042542; GO:0043209; GO:0043278; GO:0043547; GO:0044297; GO:0046872; GO:0051430; GO:0051926",0.00017418395176706,0.00016924700359986,0.00035475980566785,0.00865402091318114,0.0139974470415813,0.013430213849817,0.0117944970145149,0.0061299787609357,7.21933799580349,0.00145729990183866,0.0385015035794412,-4.22327132731829,40051,1.41452230988101,23,0,0,0.00017418395176706,0.013430213849817,77.1036235747913,6.26872675775839
"226",237,325,325,325,"Q9NP72","RAB18","RAB18_HUMAN","cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; Golgi apparatus [GO:0005794]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; brain development [GO:0007420]; endoplasmic reticulum tubular network organization [GO:0071786]; eye development [GO:0001654]; import into nucleus [GO:0051170]; lipid particle organization [GO:0034389]; neutrophil degranulation [GO:0043312]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.","Ras-related protein Rab-18","GO:0001654; GO:0003924; GO:0005525; GO:0005622; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0007264; GO:0007420; GO:0015031; GO:0019003; GO:0030667; GO:0034389; GO:0043312; GO:0051170; GO:0071782; GO:0071786",0.00260721953807314,0.00148084060077253,0.00581571477569092,0.0698969993271787,0.0486282198720229,0.0470562874082076,0.0518925772309575,0.0292475469203243,7.20341489082162,0.00147033534522965,0.0386857537499301,-4.23410152504154,22977,1.41244893696726,6,0,0,0.00260721953807314,0.0486282198720229,18.6513713793206,4.22120980630124
"227",238,326,326,326,"P0CK96","SLC35E2B","S352B_HUMAN","integral component of membrane [GO:0016021]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","Solute carrier family 35 member E2B","GO:0016021",0.254018421523396,0.278771809029365,0.229409245896164,0.714190556844618,0.996887390332633,0.807059682596388,0.585312717774904,0.546722851037094,7.19980219857512,0.00147331258440154,0.0386857537499301,-4.23656154100981,43777,1.41244893696726,3,0,0,0.254018421523396,0.807059682596388,3.17716989876679,1.66774224005283
"228",239,327,327,327,"Q9H6T3","RPAP3","RPAP3_HUMAN","cytosol [GO:0005829]; R2TP complex [GO:0097255]",NA,"RNA polymerase II-associated protein 3","GO:0005829; GO:0097255",0.00468130587555167,0.00930745959742742,0.0218214239454779,0.108140650118058,0.102005401483914,0.0729690641524632,0.0824349754453261,0.0531542175288154,7.13550658998038,0.00152754594420252,0.0399871354201028,-4.28051835875946,75719,1.39807970653921,19,0,0,0.00930745959742742,0.102005401483914,10.959532020113,3.45411429038683
"229",240,328,328,328,"Q8NEY1","NAV1","NAV1_HUMAN","axon initial segment [GO:0043194]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule bundle formation [GO:0001578]; neuron migration [GO:0001764]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associates with a subset of microtubule plus ends. Enriched in neuronal growth cones (By similarity). {ECO:0000250}.","Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3) (Steerin-1) (Unc-53 homolog 1) (unc53H1)","GO:0001578; GO:0001764; GO:0005737; GO:0005874; GO:0043194",0.00024684328305591,0.00037582096286843,0.00028156498416616,0.0673068229487912,0.078456000006292,0.0466942315377749,0.0638509417542559,0.0322268806204914,7.12535407630417,0.00153633001338097,0.0400944662028693,-4.28748985973238,202472,1.39691556412297,41,0,0,0.00028156498416616,0.0673068229487912,239.045430837634,7.90114101976116
"230",241,329,329,329,"Q86V59","PNMA8A","PNM8A_HUMAN",NA,NA,"Paraneoplastic antigen-like protein 8A (PNMA-like protein 1)",NA,0.0599985019489594,0.0119686445202688,0.0239771107821384,0.392128040512983,0.273761302933822,0.426650582810892,0.332198556335443,0.198080697251511,7.11251471637648,0.0015475268907428,0.0401827053742371,-4.29631836492463,48161,1.39596082693198,5,0,0,0.0239771107821384,0.392128040512983,16.3542657026507,4.03159507956477
"231",242,330,330,330,"Q9BSV6","TSEN34","SEN34_HUMAN","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tRNA-intron endonuclease complex [GO:0000214]; lyase activity [GO:0016829]; nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]; mRNA processing [GO:0006397]; tRNA-type intron splice site recognition and cleavage [GO:0000379]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15109492}. Nucleus, nucleolus {ECO:0000269|PubMed:15109492}. Note=May be transiently localized in the nucleolus.","tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16) (Leukocyte receptor cluster member 5) (tRNA-intron endonuclease Sen34) (HsSen34)","GO:0000213; GO:0000214; GO:0000379; GO:0003676; GO:0005634; GO:0005654; GO:0005730; GO:0006397; GO:0016829",0.00287028846383489,0.00572209051316637,0.00754586944486633,0.28355666466033,0.175518272070345,0.210968345783525,0.217968344697444,0.114363588489345,7.1107203262926,0.00154909962307222,0.0401827053742371,-4.29755328006751,33652,1.39596082693198,4,0,0,0.00572209051316637,0.210968345783525,36.8691032233924,5.20434042070616
"232",243,331,331,331,"P18669","PGAM1","PGAM1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]; phosphoglycerate mutase activity [GO:0004619]; protein kinase binding [GO:0019901]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; neutrophil degranulation [GO:0043312]; regulation of glycolytic process [GO:0006110]; regulation of pentose-phosphate shunt [GO:0043456]; respiratory burst [GO:0045730]",NA,"Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)","GO:0004082; GO:0004619; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0006094; GO:0006096; GO:0006110; GO:0016020; GO:0016787; GO:0019901; GO:0034774; GO:0043209; GO:0043312; GO:0043456; GO:0045730; GO:0046538; GO:0061621; GO:0070062; GO:1904813",0.00098647459235748,0.00127602103867613,0.00112344590059572,0.00239281988239949,0.00230669826432913,0.00196776819724569,0.00109378160411499,0.00167553797926727,7.07819905634666,0.00157794323815098,0.0408072329866234,-4.31998033089468,28804,1.38926285240589,5,0,0,0.00112344590059572,0.00230669826432913,2.05323484033007,1.03789864624994
"233",244,334,334,334,"Q86Y82","STX12","STX12_HUMAN","early endosome membrane [GO:0031901]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; phagocytic vesicle [GO:0045335]; phagophore assembly site [GO:0000407]; recycling endosome membrane [GO:0055038]; SNARE complex [GO:0031201]; vesicle [GO:0031982]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; autophagosome assembly [GO:0000045]; cholesterol efflux [GO:0033344]; intracellular protein transport [GO:0006886]; protein stabilization [GO:0050821]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]","SUBCELLULAR LOCATION: Endosome membrane; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}. Golgi apparatus membrane; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}. Endomembrane system {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Early endosome membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000305}. Recycling endosome membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}.","Syntaxin-12","GO:0000045; GO:0000139; GO:0000149; GO:0000407; GO:0005484; GO:0006886; GO:0006906; GO:0012505; GO:0016021; GO:0031201; GO:0031901; GO:0031982; GO:0033344; GO:0045121; GO:0045335; GO:0048278; GO:0050821; GO:0055038",1e-07,1e-07,1e-07,0.10826300178165,0.0681430754264867,0.0751235197139134,0.0838430989740166,0.0419216494870083,7.0341443798326,0.0016180647059951,0.0414689637225091,-4.35049963780902,31642,1.38227681718528,3,3,0,1e-07,0.0751235197139134,751235.197139134,19.5189051326741
"234",245,335,335,335,"Q8WZA1","POMGNT1","PMGT1_HUMAN","Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]; acetylglucosaminyltransferase activity [GO:0008375]; beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity [GO:0047223]; manganese ion binding [GO:0030145]; O-glycan processing [GO:0016266]; protein O-linked glycosylation [GO:0006493]","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:17034757, ECO:0000303|PubMed:11709191}; Single-pass type II membrane protein {ECO:0000305|PubMed:11709191}.","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2)","GO:0000139; GO:0006493; GO:0008375; GO:0016021; GO:0016266; GO:0030145; GO:0030173; GO:0047223",0.0730558928720827,0.097827062777415,0.0742773665539345,0.319689065699327,0.225177095563097,0.291529435789588,0.197078424949526,0.180259319875907,7.01866494090127,0.00163245582794606,0.0416159144104299,-4.36126130091302,75252,1.38074055834111,3,0,0,0.0742773665539345,0.291529435789588,3.92487576384257,1.97264698834187
"235",246,337,337,337,"P51784","USP11","UBP11_HUMAN","chromosome [GO:0005694]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12084015, ECO:0000269|PubMed:15314155, ECO:0000269|PubMed:20233726}. Cytoplasm {ECO:0000269|PubMed:15314155}. Chromosome {ECO:0000269|PubMed:20233726, ECO:0000269|PubMed:20601937}. Note=Predominantly nuclear (PubMed:12084015, PubMed:15314155). Associates with chromatin (PubMed:20601937, PubMed:20233726). {ECO:0000269|PubMed:12084015, ECO:0000269|PubMed:15314155, ECO:0000269|PubMed:20233726, ECO:0000269|PubMed:20601937}.","Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)","GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006511; GO:0016579; GO:0036459",0.00075834735020277,0.00060179288076604,0.0004240866361353,0.0795880663215968,0.133380852509997,0.10359142493833,0.10492537230094,0.0530574284395047,7.00156891974467,0.00164853107865104,0.041732230781804,-4.37317001716936,109817,1.37952839960812,22,0,0,0.00060179288076604,0.10359142493833,172.138003371634,7.42742182999517
"236",247,340,340,340,"P25705","ATP5F1A","ATPA_HUMAN","extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; angiostatin binding [GO:0043532]; ATP binding [GO:0005524]; MHC class I protein binding [GO:0042288]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; RNA binding [GO:0003723]; transmembrane transporter activity [GO:0022857]; ATP biosynthetic process [GO:0006754]; cristae formation [GO:0042407]; lipid metabolic process [GO:0006629]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of blood vessel endothelial cell migration [GO:0043536]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P19483}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19483}; Matrix side {ECO:0000250|UniProtKB:P19483}. Cell membrane {ECO:0000269|PubMed:10077593}; Peripheral membrane protein {ECO:0000269|PubMed:10077593}; Extracellular side {ECO:0000269|PubMed:10077593}. Note=Colocalizes with HRG on the cell surface of T-cells (PubMed:19285951). {ECO:0000269|PubMed:19285951}.","ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)","GO:0001937; GO:0003723; GO:0005524; GO:0005739; GO:0005743; GO:0005753; GO:0005759; GO:0005886; GO:0006629; GO:0006754; GO:0016020; GO:0022857; GO:0042288; GO:0042407; GO:0042776; GO:0043209; GO:0043532; GO:0043536; GO:0045259; GO:0045261; GO:0046933; GO:0070062",1e-07,1e-07,1e-07,0.024630612423048,0.0154737872637956,0.0170332282453699,0.0190457759774045,0.00952298798870226,6.99031175157851,0.00165922120006443,0.0417733337427986,-4.38102483464239,59751,1.37910086425301,18,3,0,1e-07,0.0170332282453699,170332.282453699,17.3779923640751
"237",248,341,341,341,"Q9Y5V3","MAGED1","MAGD1_HUMAN","chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; identical protein binding [GO:0042802]; transcription coactivator activity [GO:0003713]; circadian regulation of gene expression [GO:0032922]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of apoptotic process [GO:0042981]; regulation of circadian rhythm [GO:0042752]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Note=Expression shifts from the cytoplasm to the plasma membrane upon stimulation with NGF. {ECO:0000250}.","Melanoma-associated antigen D1 (MAGE tumor antigen CCF) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog)","GO:0000785; GO:0003713; GO:0005634; GO:0005737; GO:0005886; GO:0006355; GO:0006357; GO:0032922; GO:0032991; GO:0042752; GO:0042802; GO:0042981; GO:0043406; GO:0045892; GO:0045893; GO:0050680; GO:0090190; GO:2001235",0.00092553785804158,0.00141352912941564,0.00110907797718682,0.176204133803323,0.143970467767901,0.238051073263701,0.184925843290094,0.0936123032999281,6.95537308957937,0.00169294064981673,0.0423622324167293,-4.4054713390646,86161,1.37302116138985,4,0,0,0.00110907797718682,0.176204133803323,158.874432120873,7.31174315825995
"238",249,344,344,344,"Q5VTL8","PRPF38B","PR38B_HUMAN","precatalytic spliceosome [GO:0071011]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27)","GO:0003723; GO:0006397; GO:0008380; GO:0071011",1e-07,1e-07,1e-07,0.0500911697607851,0.0402455850312194,0.0294247111841358,0.0399203886587134,0.0199602943293567,6.94449511422648,0.00170360862252998,0.0423622324167293,-4.41310360982606,64468,1.37302116138985,4,3,0,1e-07,0.0402455850312194,402455.850312194,18.6184710016909
"239",250,345,345,345,"O15270","SPTLC2","SPTC2_HUMAN","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; serine C-palmitoyltransferase complex [GO:0017059]; pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]; ceramide biosynthetic process [GO:0046513]; positive regulation of lipophagy [GO:1904504]; sphinganine biosynthetic process [GO:0046511]; sphingolipid biosynthetic process [GO:0030148]; sphingomyelin biosynthetic process [GO:0006686]; sphingosine biosynthetic process [GO:0046512]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)","GO:0004758; GO:0005789; GO:0006686; GO:0016021; GO:0017059; GO:0030148; GO:0030170; GO:0046511; GO:0046512; GO:0046513; GO:1904504",1e-07,1e-07,1e-07,0.0643937033870184,0.0464658689771415,0.0392158441866475,0.0500250388502692,0.0250126194251346,6.94069326130711,0.00170735632987986,0.0423622324167293,-4.4157734459508,62924,1.37302116138985,8,3,0,1e-07,0.0464658689771415,464658.689771415,18.8258118629672
